shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
S06,41.970361,-91.660105,0,
S06,41.971156,-91.66091,1,
S06,41.97205,-91.6618,2,
S06,41.972847,-91.662619,3,
S06,41.973473,-91.661515,4,
S06,41.974782,-91.659246,5,
S06,41.975415,-91.65818,6,
S06,41.975429,-91.658157,7,
S06,41.976048,-91.657079,8,
S06,41.976674,-91.655953,9,
S06,41.977283,-91.654896,10,
S06,41.977915,-91.653816,11,
S06,41.978394,-91.654223,12,
S06,41.97958,-91.655427,13,
S06,41.98046,-91.656285,14,
S06,41.981257,-91.657195,15,
S06,41.982129,-91.658016,16,
S06,41.982965,-91.658932,17,
S06,41.983833,-91.659801,18,
S06,41.984663,-91.660737,19,
S06,41.984483,-91.653879,20,
S06,41.983241,-91.656089,21,
S06,41.982129,-91.658016,22,
S06,41.985373,-91.654663,23,
S06,41.986263,-91.655557,24,
S06,41.9871,-91.656407,25,
S06,41.987501,-91.656845,26,
S06,41.987643,-91.656985,27,
S06,41.987998,-91.65733,28,
S06,41.988839,-91.658197,29,
S06,41.989233,-91.658518,30,
S06,41.989717,-91.658989,31,
S06,41.990444,-91.659789,32,
S06,41.984483,-91.653879,33,
S06,41.985373,-91.654663,34,
S06,41.990444,-91.659789,35,
S06,41.99145,-91.659524,36,
S06,41.992024,-91.659533,37,
S06,41.992694,-91.659553,38,
S06,41.995652,-91.659689,39,
S06,41.997486,-91.65977,40,
S06,41.999521,-91.659863,41,
S06,42.001831,-91.659845,42,
S06,42.00432,-91.659759,43,
S06,42.005848,-91.659677,44,
S06,42.006865,-91.65962,45,
S06,42.007389,-91.659595,46,
S06,42.007737,-91.659462,47,
S06,42.008601,-91.659101,48,
S06,42.009499,-91.658734,49,
S06,42.01039,-91.658332,50,
S06,42.010472,-91.661912,51,
S06,42.010499,-91.663013,52,
S06,41.990444,-91.659789,53,
S06,41.990623,-91.659974,54,
S06,41.990683,-91.660033,55,
S06,41.990688,-91.66004,56,
S06,41.991385,-91.660688,57,
S06,41.992127,-91.661519,58,
S06,41.992815,-91.662228,59,
S06,41.992868,-91.662254,60,
S06,41.993237,-91.662475,61,
S06,41.993435,-91.662493,62,
S06,41.993765,-91.662521,63,
S06,41.995754,-91.662586,64,
S06,41.997587,-91.662602,65,
S06,41.999615,-91.662625,66,
S06,42.000097,-91.662657,67,
S06,42.001074,-91.662677,68,
S06,42.001568,-91.662662,69,
S06,42.001928,-91.662671,70,
S06,42.002818,-91.662684,71,
S06,42.004015,-91.662723,72,
S06,42.006955,-91.662809,73,
S06,42.009724,-91.662797,74,
S06,42.009976,-91.662842,75,
S06,42.010499,-91.663013,76,
S06,42.011472,-91.663691,77,
S06,42.011956,-91.663912,78,
S06,42.012202,-91.663987,79,
S06,42.012455,-91.664072,80,
S06,42.012745,-91.664156,81,
S06,42.012831,-91.664163,82,
S06,42.013093,-91.664187,83,
S06,42.015262,-91.664134,84,
S06,42.01603,-91.664143,85,
S06,42.016848,-91.664157,86,
S06,42.017675,-91.664226,87,
S06,42.018157,-91.664333,88,
S06,42.018507,-91.664362,89,
S06,42.019031,-91.664493,90,
S06,42.019364,-91.664592,91,
S06,42.020087,-91.664794,92,
S06,42.021369,-91.665326,93,
S06,42.02144,-91.665364,94,
S06,42.021534,-91.665386,95,
S06,42.022369,-91.665793,96,
S06,42.023469,-91.666339,97,
S06,42.024713,-91.666921,98,
S06,42.02517,-91.667123,99,
S06,42.026454,-91.667698,100,
S06,42.02678,-91.667838,101,
S06,42.026947,-91.667868,102,
S06,42.02711,-91.667903,103,
S06,42.027453,-91.667928,104,
S06,42.027965,-91.667959,105,
S06,42.028326,-91.667965,106,
S06,42.028423,-91.667967,107,
S06,42.028755,-91.667958,108,
S06,42.029955,-91.66799,109,
S06,42.030007,-91.66798,110,
S06,42.030683,-91.667996,111,
S06,42.030949,-91.667994,112,
S06,42.031532,-91.668002,113,
S06,42.032981,-91.668018,114,
S06,42.033677,-91.668041,115,
S06,42.033789,-91.668046,116,
S06,42.033863,-91.668061,117,
S06,42.033948,-91.668046,118,
S06,42.034448,-91.668122,119,
S06,42.034765,-91.668253,120,
S06,42.035143,-91.668458,121,
S06,42.035315,-91.668595,122,
S06,42.035441,-91.668708,123,
S06,42.035512,-91.668781,124,
S06,42.035685,-91.669012,125,
S06,42.035823,-91.669214,126,
S06,42.035906,-91.669361,127,
S06,42.036112,-91.669723,128,
S06,42.036274,-91.670012,129,
S06,42.036429,-91.670277,130,
S06,42.036536,-91.670451,131,
S06,42.036649,-91.670624,132,
S06,42.036733,-91.670752,133,
S06,42.037047,-91.671208,134,
S06,42.037877,-91.67237,135,
S06,42.038213,-91.672788,136,
S06,42.03839,-91.672994,137,
S06,42.038778,-91.673443,138,
S06,42.034765,-91.668253,139,
S06,42.034793,-91.669547,140,
S06,42.034772,-91.671711,141,
S06,42.034765,-91.672338,142,
S06,42.034759,-91.673036,143,
S06,42.034758,-91.673987,144,
S06,42.034751,-91.674378,145,
S06,42.03476,-91.675231,146,
S06,42.034756,-91.675468,147,
S06,42.034775,-91.675851,148,
S06,42.034782,-91.67609,149,
S06,42.034779,-91.676523,150,
S06,42.034772,-91.676803,151,
S06,42.034751,-91.677637,152,
S06,42.034724,-91.678925,153,
S06,42.034744,-91.680158,154,
S06,42.034754,-91.681409,155,
S06,42.034759,-91.682952,156,
S06,42.034761,-91.683311,157,
S06,42.034771,-91.683631,158,
S06,42.034792,-91.684113,159,
S06,42.034812,-91.684715,160,
S06,42.034824,-91.685075,161,
S06,42.034889,-91.687016,162,
S06,42.034898,-91.687348,163,
S06,42.034905,-91.688131,164,
S06,42.034825,-91.689769,165,
S06,42.034798,-91.690489,166,
S06,42.034769,-91.691856,167,
S06,42.034676,-91.694656,168,
S06,42.034634,-91.697328,169,
S06,42.03463,-91.69745,170,
S06,42.034679,-91.700314,171,
S06,42.034721,-91.70131,172,
S06,42.034753,-91.702163,173,
S06,42.034788,-91.703561,174,
S06,42.034759,-91.682952,175,
