shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
S12,41.970361,-91.660105,0,
S12,41.971156,-91.66091,1,
S12,41.97205,-91.6618,2,
S12,41.972847,-91.662619,3,
S12,41.972194,-91.663751,4,
S12,41.971876,-91.664376,5,
S12,41.971113,-91.665877,6,
S12,41.970847,-91.666543,7,
S12,41.970714,-91.666877,8,
S12,41.970847,-91.666543,9,
S12,41.970714,-91.666877,10,
S12,41.97021,-91.668276,11,
S12,41.970001,-91.668852,12,
S12,41.969539,-91.67014,13,
S12,41.969086,-91.671382,14,
S12,41.968974,-91.671657,15,
S12,41.968971,-91.671666,16,
S12,41.96889,-91.671871,17,
S12,41.968814,-91.672135,18,
S12,41.968743,-91.672278,19,
S12,41.968573,-91.672565,20,
S12,41.96838,-91.673078,21,
S12,41.968353,-91.673211,22,
S12,41.968342,-91.673336,23,
S12,41.968344,-91.673435,24,
S12,41.96837,-91.674627,25,
S12,41.968375,-91.674983,26,
S12,41.968431,-91.67707,27,
S12,41.967514,-91.677054,28,
S12,41.966594,-91.67703,29,
S12,41.966032,-91.677021,30,
S12,41.965211,-91.67701,31,
S12,41.963836,-91.677012,32,
S12,41.963456,-91.677012,33,
S12,41.962882,-91.677009,34,
S12,41.962724,-91.677013,35,
S12,41.961813,-91.67705,36,
S12,41.961354,-91.677053,37,
S12,41.960801,-91.677059,38,
S12,41.959739,-91.677094,39,
S12,41.95885,-91.677098,40,
S12,41.95871,-91.6771,41,
S12,41.957698,-91.677091,42,
S12,41.956643,-91.677093,43,
S12,41.956099,-91.677133,44,
S12,41.956135,-91.679661,45,
S12,41.956142,-91.681185,46,
S12,41.956179,-91.683542,47,
S12,41.956214,-91.685721,48,
S12,41.956209,-91.686815,49,
S12,41.956225,-91.688727,50,
S12,41.956258,-91.691646,51,
S12,41.956264,-91.691786,52,
S12,41.956313,-91.694919,53,
S12,41.956332,-91.696611,54,
S12,41.956352,-91.698395,55,
S12,41.956366,-91.699646,56,
S12,41.956357,-91.700308,57,
S12,41.956363,-91.702061,58,
S12,41.956389,-91.703316,59,
S12,41.956411,-91.704513,60,
S12,41.95641,-91.705706,61,
S12,41.956427,-91.706876,62,
S12,41.956431,-91.707552,63,
S12,41.956429,-91.707968,64,
S12,41.956447,-91.710002,65,
S12,41.956465,-91.712442,66,
S12,41.956482,-91.713545,67,
S12,41.956507,-91.714869,68,
S12,41.956502,-91.715647,69,
S12,41.956495,-91.716215,70,
S12,41.95282,-91.68678,71,
S12,41.951235,-91.686789,72,
S12,41.94539,-91.686321,73,
S12,41.945369,-91.686128,74,
S12,41.945339,-91.685973,75,
S12,41.945316,-91.685862,76,
S12,41.945292,-91.685756,77,
S12,41.945229,-91.685571,78,
S12,41.945164,-91.685409,79,
S12,41.94511,-91.685304,80,
S12,41.945015,-91.685148,81,
S12,41.951235,-91.686789,82,
S12,41.950153,-91.686828,83,
S12,41.949551,-91.686821,84,
S12,41.949402,-91.686807,85,
S12,41.949229,-91.686773,86,
S12,41.94908,-91.686716,87,
S12,41.948961,-91.686641,88,
S12,41.948636,-91.686515,89,
S12,41.948496,-91.686473,90,
S12,41.94847,-91.686469,91,
S12,41.948294,-91.686433,92,
S12,41.947964,-91.686414,93,
S12,41.947332,-91.686396,94,
S12,41.94539,-91.686321,95,
S12,41.953225,-91.686784,96,
S12,41.95282,-91.68678,97,
S12,41.956209,-91.686815,98,
S12,41.953225,-91.686784,99,
S12,41.945015,-91.685148,100,
S12,41.945003,-91.685133,101,
S12,41.944949,-91.685063,102,
S12,41.944839,-91.684934,103,
S12,41.944778,-91.68487,104,
S12,41.94467,-91.684782,105,
S12,41.944514,-91.684685,106,
S12,41.944444,-91.684652,107,
S12,41.94412,-91.684527,108,
S12,41.943947,-91.684463,109,
S12,41.94373,-91.68442,110,
S12,41.943371,-91.684379,111,
S12,41.943464,-91.687438,112,
S12,41.943475,-91.688075,113,
S12,41.94348,-91.688423,114,
S12,41.943551,-91.688863,115,
S12,41.943673,-91.689336,116,
S12,41.943826,-91.689824,117,
S12,41.943985,-91.690211,118,
S12,41.944181,-91.690562,119,
S12,41.944878,-91.691647,120,
S12,41.945068,-91.692042,121,
S12,41.945247,-91.692529,122,
S12,41.945355,-91.692934,123,
S12,41.945439,-91.693425,124,
S12,41.945479,-91.693917,125,
S12,41.945499,-91.695149,126,
S12,41.945499,-91.695991,127,
S12,41.945537,-91.696624,128,
S12,41.945559,-91.700287,129,
S12,41.945558,-91.701397,130,
S12,41.945577,-91.703564,131,
S12,41.945592,-91.705253,132,
S12,41.945592,-91.705792,133,
S12,41.945623,-91.707508,134,
S12,41.945651,-91.708714,135,
