shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
S09,41.970361,-91.660105,0,
S09,41.971156,-91.66091,1,
S09,41.97205,-91.6618,2,
S09,41.972847,-91.662619,3,
S09,41.973641,-91.663489,4,
S09,41.974482,-91.664351,5,
S09,41.975324,-91.665184,6,
S09,41.97595,-91.664099,7,
S09,41.977216,-91.661874,8,
S09,41.977862,-91.66078,9,
S09,41.978507,-91.659618,10,
S09,41.979163,-91.658523,11,
S09,41.98046,-91.656285,12,
S09,41.98083,-91.655606,13,
S09,41.981328,-91.654737,14,
S09,41.981535,-91.65438,15,
S09,41.981688,-91.65411,16,
S09,41.982463,-91.652765,17,
S09,41.982699,-91.652356,18,
S09,41.982693,-91.652054,19,
S09,41.982639,-91.6505,20,
S09,41.982612,-91.649518,21,
S09,41.982565,-91.647791,22,
S09,41.982521,-91.646549,23,
S09,41.982461,-91.644688,24,
S09,41.982439,-91.642832,25,
S09,41.98348,-91.642826,26,
S09,41.984517,-91.642858,27,
S09,41.985557,-91.642796,28,
S09,41.986609,-91.642742,29,
S09,41.987681,-91.642688,30,
S09,41.98875,-91.642618,31,
S09,41.9898,-91.64256,32,
S09,41.990853,-91.642477,33,
S09,41.99103,-91.642511,34,
S09,41.991836,-91.643338,35,
S09,41.992774,-91.644242,36,
S09,41.993485,-91.642958,37,
S09,41.994711,-91.640767,38,
S09,41.995935,-91.638843,39,
S09,41.995338,-91.638029,40,
S09,41.995252,-91.635676,41,
S09,41.995232,-91.633222,42,
S09,41.993823,-91.633276,43,
S09,41.993131,-91.633238,44,
S09,41.992892,-91.633327,45,
S09,41.992828,-91.633359,46,
S09,41.992763,-91.633395,47,
S09,41.992708,-91.63343,48,
S09,41.99266,-91.633471,49,
S09,41.992467,-91.6337,50,
S09,41.992227,-91.63393,51,
S09,41.992185,-91.633967,52,
S09,41.992156,-91.63399,53,
S09,41.992126,-91.634012,54,
S09,41.992104,-91.634029,55,
S09,41.992077,-91.634043,56,
S09,41.992054,-91.634051,57,
S09,41.99188,-91.634112,58,
S09,41.990857,-91.634316,59,
S09,41.990583,-91.634391,60,
S09,41.990404,-91.634483,61,
S09,41.990271,-91.634497,62,
S09,41.990135,-91.634489,63,
S09,41.990001,-91.634444,64,
S09,41.98961,-91.634304,65,
S09,41.989488,-91.634248,66,
S09,41.989214,-91.634123,67,
S09,41.988983,-91.633946,68,
S09,41.988666,-91.633586,69,
S09,41.988621,-91.63335,70,
S09,41.988261,-91.633469,71,
S09,41.987515,-91.63376,72,
S09,41.987277,-91.633872,73,
S09,41.987065,-91.633978,74,
S09,41.986878,-91.634073,75,
S09,41.986238,-91.634675,76,
S09,41.98621,-91.634695,77,
S09,41.986166,-91.634717,78,
S09,41.986123,-91.63473,79,
S09,41.986075,-91.634737,80,
S09,41.985997,-91.63473,81,
S09,41.98594,-91.634719,82,
S09,41.985899,-91.634708,83,
S09,41.985854,-91.63469,84,
S09,41.985784,-91.63466,85,
S09,41.985747,-91.634637,86,
S09,41.985709,-91.634607,87,
S09,41.98566,-91.634558,88,
S09,41.985555,-91.634388,89,
S09,41.985281,-91.633948,90,
S09,41.985109,-91.633685,91,
S09,41.985066,-91.633625,92,
S09,41.985022,-91.633571,93,
S09,41.984979,-91.633528,94,
S09,41.984877,-91.633438,95,
S09,41.984725,-91.633346,96,
S09,41.984531,-91.633254,97,
S09,41.984321,-91.633236,98,
S09,41.98428,-91.631643,99,
S09,41.984275,-91.63034,100,
S09,41.984244,-91.628808,101,
S09,41.984216,-91.628227,102,
S09,41.983203,-91.62827,103,
S09,41.981893,-91.628255,104,
S09,41.981505,-91.628247,105,
S09,41.98097,-91.628257,106,
S09,41.980599,-91.628238,107,
S09,41.97938,-91.628216,108,
S09,41.978287,-91.62821,109,
S09,41.976949,-91.628181,110,
S09,41.974555,-91.628067,111,
S09,41.972957,-91.628027,112,
