shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
S10,41.970361,-91.660105,0,
S10,41.971007,-91.658993,1,
S10,41.971808,-91.659821,2,
S10,41.972663,-91.660692,3,
S10,41.973473,-91.661515,4,
S10,41.974297,-91.662396,5,
S10,41.975121,-91.663236,6,
S10,41.97595,-91.664099,7,
S10,41.976812,-91.664936,8,
S10,41.977621,-91.66582,9,
S10,41.978485,-91.666699,10,
S10,41.97937,-91.667584,11,
S10,41.978744,-91.668679,12,
S10,41.978091,-91.669801,13,
S10,41.977755,-91.670398,14,
S10,41.977403,-91.671216,15,
S10,41.977337,-91.671369,16,
S10,41.977163,-91.671764,17,
S10,41.976783,-91.672629,18,
S10,41.976638,-91.673081,19,
S10,41.976156,-91.674396,20,
S10,41.975963,-91.674885,21,
S10,41.975699,-91.675655,22,
S10,41.975499,-91.676134,23,
S10,41.975423,-91.676443,24,
S10,41.975301,-91.676819,25,
S10,41.975237,-91.676979,26,
S10,41.975095,-91.677335,27,
S10,41.974798,-91.67818,28,
S10,41.974355,-91.679452,29,
S10,41.97388,-91.680702,30,
S10,41.972929,-91.683415,31,
S10,41.972531,-91.684487,32,
S10,41.972165,-91.685547,33,
S10,41.971647,-91.68702,34,
S10,41.971171,-91.688279,35,
S10,41.970857,-91.689158,36,
S10,41.970797,-91.689406,37,
S10,41.970797,-91.690121,38,
S10,41.970841,-91.691708,39,
S10,41.970845,-91.693379,40,
S10,41.970859,-91.694735,41,
S10,41.970862,-91.694901,42,
S10,41.970873,-91.696284,43,
S10,41.970863,-91.696548,44,
S10,41.970882,-91.698352,45,
S10,41.970889,-91.698999,46,
S10,41.970905,-91.700315,47,
S10,41.970898,-91.701474,48,
S10,41.970927,-91.703762,49,
S10,41.970909,-91.703896,50,
S10,41.970883,-91.704118,51,
S10,41.970152,-91.706487,52,
S10,41.969582,-91.708396,53,
S10,41.969382,-91.709034,54,
S10,41.968836,-91.710789,55,
S10,41.968569,-91.711608,56,
S10,41.968525,-91.711761,57,
S10,41.967916,-91.714469,58,
S10,41.967606,-91.715995,59,
S10,41.967472,-91.716737,60,
S10,41.967444,-91.717076,61,
S10,41.967422,-91.717723,62,
S10,41.967451,-91.718422,63,
S10,41.967488,-91.720693,64,
S10,41.967484,-91.721468,65,
S10,41.967477,-91.722052,66,
S10,41.967495,-91.723261,67,
S10,41.967505,-91.724753,68,
S10,41.96752,-91.725637,69,
S10,41.967517,-91.72572,70,
S10,41.971264,-91.725739,71,
S10,41.971075,-91.725677,72,
S10,41.968857,-91.725743,73,
S10,41.967517,-91.72572,74,
S10,41.966643,-91.725683,75,
S10,41.965971,-91.725753,76,
S10,41.965674,-91.725752,77,
S10,41.965609,-91.715985,78,
S10,41.965601,-91.71847,79,
S10,41.965633,-91.722107,80,
S10,41.965675,-91.725635,81,
S10,41.965674,-91.725752,82,
S10,41.965664,-91.727125,83,
S10,41.96539,-91.728275,84,
S10,41.965456,-91.730585,85,
S10,41.963779,-91.730573,86,
S10,41.963916,-91.740354,87,
S10,41.965783,-91.740337,88,
S10,41.967686,-91.735218,89,
S10,41.968254,-91.733687,90,
S10,41.968985,-91.731758,91,
S10,41.970026,-91.728908,92,
S10,41.970511,-91.727581,93,
S10,41.971264,-91.725739,94,
S10,41.96693,-91.737269,95,
S10,41.967372,-91.736106,96,
S10,41.967686,-91.735218,97,
S10,41.965783,-91.740337,98,
S10,41.96693,-91.737269,99,
S10,41.971264,-91.725739,100,
S10,41.971075,-91.725677,101,
S10,41.968857,-91.725743,102,
S10,41.967517,-91.72572,103,
S10,41.966643,-91.725683,104,
S10,41.965971,-91.725753,105,
S10,41.965674,-91.725752,106,
S10,41.965456,-91.730585,107,
S10,41.96539,-91.728275,108,
S10,41.965664,-91.727125,109,
S10,41.965674,-91.725752,110,
S10,41.965675,-91.725635,111,
S10,41.965633,-91.722107,112,
S10,41.965601,-91.71847,113,
S10,41.965609,-91.715985,114,
S10,41.964277,-91.716043,115,
S10,41.964134,-91.716058,116,
S10,41.963547,-91.716029,117,
S10,41.961968,-91.716024,118,
S10,41.96051,-91.716065,119,
S10,41.960088,-91.716098,120,
S10,41.96015,-91.719871,121,
S10,41.959338,-91.719888,122,
S10,41.959276,-91.719883,123,
S10,41.959223,-91.719871,124,
S10,41.958992,-91.719784,125,
