shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
S03,41.970361,-91.660105,0,
S03,41.971007,-91.658993,1,
S03,41.971808,-91.659821,2,
S03,41.972663,-91.660692,3,
S03,41.973473,-91.661515,4,
S03,41.974297,-91.662396,5,
S03,41.975121,-91.663236,6,
S03,41.97595,-91.664099,7,
S03,41.976812,-91.664936,8,
S03,41.977621,-91.66582,9,
S03,41.978485,-91.666699,10,
S03,41.987755,-91.648129,11,
S03,41.987961,-91.647772,12,
S03,41.987332,-91.648889,13,
S03,41.987755,-91.648129,14,
S03,41.984483,-91.653879,15,
S03,41.984806,-91.653293,16,
S03,41.985104,-91.652762,17,
S03,41.985443,-91.65217,18,
S03,41.980232,-91.661372,19,
S03,41.980862,-91.66025,20,
S03,41.979535,-91.662498,21,
S03,41.980232,-91.661372,22,
S03,41.985443,-91.65217,23,
S03,41.985806,-91.65152,24,
S03,41.986812,-91.649774,25,
S03,41.987332,-91.648889,26,
S03,41.985806,-91.65152,27,
S03,41.986396,-91.650509,28,
S03,41.986812,-91.649774,29,
S03,41.977621,-91.66582,30,
S03,41.978915,-91.663602,31,
S03,41.979535,-91.662498,32,
S03,41.989841,-91.6445,33,
S03,41.99103,-91.642511,34,
S03,41.987961,-91.647772,35,
S03,41.988882,-91.646162,36,
S03,41.989841,-91.6445,37,
S03,41.980862,-91.66025,38,
S03,41.982129,-91.658016,39,
S03,41.983241,-91.656089,40,
S03,41.984483,-91.653879,41,
S03,41.99103,-91.642511,42,
S03,41.991836,-91.643338,43,
S03,41.992774,-91.644242,44,
S03,41.993673,-91.645136,45,
S03,41.994493,-91.645992,46,
S03,41.996484,-91.642564,47,
S03,41.99734,-91.643377,48,
S03,41.998192,-91.644227,49,
S03,41.999022,-91.645096,50,
S03,41.999383,-91.645469,51,
S03,41.999661,-91.645624,52,
S03,42.000059,-91.64568,53,
S03,42.000359,-91.645774,54,
S03,42.00054,-91.645889,55,
S03,42.000716,-91.646052,56,
S03,42.000875,-91.646163,57,
S03,42.001459,-91.64622,58,
S03,42.003545,-91.642983,59,
S03,42.004579,-91.641444,60,
S03,42.004676,-91.641619,61,
S03,42.004732,-91.641758,62,
S03,42.004776,-91.641898,63,
S03,42.006317,-91.641938,64,
S03,42.007239,-91.641952,65,
S03,42.007488,-91.641945,66,
S03,42.008106,-91.64196,67,
S03,42.008808,-91.641963,68,
S03,42.009978,-91.641931,69,
S03,42.009963,-91.641215,70,
S03,42.009968,-91.640943,71,
S03,42.011131,-91.640987,72,
S03,42.012373,-91.640981,73,
S03,42.013586,-91.640985,74,
S03,42.01452,-91.640992,75,
S03,42.014802,-91.640992,76,
S03,42.015449,-91.640997,77,
S03,42.016038,-91.641007,78,
S03,42.017224,-91.640999,79,
S03,42.017244,-91.640876,80,
S03,42.018583,-91.640895,81,
S03,42.019555,-91.640914,82,
S03,42.020395,-91.640917,83,
S03,42.021464,-91.640926,84,
S03,42.021523,-91.643387,85,
S03,42.022267,-91.643395,86,
S03,42.023657,-91.643403,87,
S03,42.024832,-91.643405,88,
S03,42.026037,-91.643418,89,
S03,42.026808,-91.643421,90,
S03,42.027493,-91.643388,91,
S03,42.028355,-91.643364,92,
S03,42.028389,-91.643404,93,
S03,42.028879,-91.643455,94,
S03,42.030912,-91.643438,95,
S03,42.030903,-91.646694,96,
S03,42.030881,-91.649027,97,
S03,42.031984,-91.649092,98,
S03,42.032385,-91.649123,99,
S03,42.0337,-91.649195,100,
S03,42.035177,-91.649176,101,
S03,42.035563,-91.649162,102,
S03,42.035784,-91.649088,103,
S03,42.035934,-91.649038,104,
S03,42.036053,-91.649015,105,
S03,42.036297,-91.649006,106,
S03,42.036928,-91.648979,107,
S03,42.036988,-91.648973,108,
S03,42.037036,-91.648961,109,
S03,42.03716,-91.648919,110,
S03,42.037269,-91.648873,111,
S03,42.03752,-91.648735,112,
S03,42.03762,-91.64869,113,
S03,42.037766,-91.648649,114,
S03,42.037891,-91.648633,115,
