shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
S02,41.970361,-91.660105,0,
S02,41.969575,-91.659251,1,
S02,41.97027,-91.658131,2,
S02,41.970835,-91.657071,3,
S02,41.97177,-91.655432,4,
S02,41.972143,-91.654785,5,
S02,41.972763,-91.653704,6,
S02,41.973394,-91.652604,7,
S02,41.973828,-91.651842,8,
S02,41.973822,-91.651202,9,
S02,41.974058,-91.651445,10,
S02,41.974821,-91.652334,11,
S02,41.975623,-91.653182,12,
S02,41.976452,-91.653996,13,
S02,41.977283,-91.654896,14,
S02,41.977915,-91.653816,15,
S02,41.978008,-91.653602,16,
S02,41.978045,-91.65347,17,
S02,41.978074,-91.653195,18,
S02,41.977791,-91.652024,19,
S02,41.977764,-91.651922,20,
S02,41.977474,-91.650366,21,
S02,41.977455,-91.649672,22,
S02,41.977452,-91.649515,23,
S02,41.977452,-91.648988,24,
S02,41.977366,-91.646421,25,
S02,41.977285,-91.644256,26,
S02,41.977266,-91.642782,27,
S02,41.977224,-91.642093,28,
S02,41.977128,-91.640234,29,
S02,41.977111,-91.639639,30,
S02,41.977111,-91.639636,31,
S02,41.977078,-91.638967,32,
S02,41.977072,-91.638412,33,
S02,41.977047,-91.636313,34,
S02,41.977012,-91.634805,35,
S02,41.977022,-91.634145,36,
S02,41.977015,-91.633028,37,
S02,41.976985,-91.631861,38,
S02,41.976988,-91.631751,39,
S02,41.976979,-91.630833,40,
S02,41.976981,-91.630589,41,
S02,41.976956,-91.629511,42,
S02,41.976949,-91.628181,43,
S02,41.976928,-91.628066,44,
S02,41.976909,-91.626303,45,
S02,41.976908,-91.623843,46,
S02,41.976888,-91.623245,47,
S02,41.976888,-91.622631,48,
S02,41.976859,-91.621493,49,
S02,41.976851,-91.620465,50,
S02,41.976848,-91.619594,51,
S02,41.97684,-91.61835,52,
S02,41.976833,-91.616914,53,
S02,41.976834,-91.616471,54,
S02,41.976843,-91.615968,55,
S02,41.976882,-91.614301,56,
S02,41.976855,-91.612748,57,
S02,41.976864,-91.611278,58,
S02,41.976866,-91.610349,59,
S02,41.975577,-91.610388,60,
S02,41.975549,-91.608725,61,
S02,41.976069,-91.608717,62,
S02,41.976869,-91.608705,63,
S02,41.976884,-91.606982,64,
S02,41.976889,-91.606388,65,
S02,41.976893,-91.605968,66,
S02,41.977102,-91.606002,67,
S02,41.977199,-91.606022,68,
S02,41.977279,-91.606044,69,
S02,41.977349,-91.606081,70,
S02,41.977436,-91.60614,71,
S02,41.97754,-91.606228,72,
S02,41.977649,-91.606338,73,
S02,41.977769,-91.606451,74,
S02,41.977897,-91.606563,75,
S02,41.977972,-91.60661,76,
S02,41.978059,-91.606658,77,
S02,41.978124,-91.606681,78,
S02,41.978203,-91.606702,79,
S02,41.978319,-91.606714,80,
S02,41.978435,-91.606718,81,
S02,41.978713,-91.606721,82,
S02,41.978872,-91.606722,83,
S02,41.97904,-91.606724,84,
S02,41.979135,-91.606723,85,
S02,41.979236,-91.606724,86,
S02,41.979333,-91.606728,87,
S02,41.979443,-91.60674,88,
S02,41.979541,-91.606774,89,
S02,41.97962,-91.606805,90,
S02,41.979679,-91.606837,91,
S02,41.979777,-91.606887,92,
S02,41.979851,-91.606921,93,
S02,41.979943,-91.606952,94,
S02,41.980036,-91.606977,95,
S02,41.980137,-91.606993,96,
S02,41.980181,-91.606998,97,
S02,41.980213,-91.606998,98,
S02,41.980256,-91.606998,99,
S02,41.980418,-91.606988,100,
S02,41.980479,-91.606975,101,
S02,41.980561,-91.606952,102,
S02,41.980647,-91.606922,103,
S02,41.980732,-91.606889,104,
S02,41.980752,-91.606881,105,
S02,41.980849,-91.606844,106,
S02,41.981039,-91.606672,107,
S02,41.981095,-91.606617,108,
S02,41.981141,-91.606565,109,
S02,41.981166,-91.606533,110,
S02,41.98121,-91.606474,111,
S02,41.98129,-91.606344,112,
S02,41.981438,-91.606066,113,
S02,41.981477,-91.606001,114,
S02,41.981531,-91.605912,115,
S02,41.98159,-91.605832,116,
S02,41.981635,-91.605774,117,
S02,41.981698,-91.605693,118,
S02,41.981769,-91.60561,119,
S02,41.981833,-91.605543,120,
S02,41.98188,-91.605496,121,
S02,41.98194,-91.605438,122,
S02,41.982018,-91.605351,123,
S02,41.982156,-91.605249,124,
S02,41.9823,-91.605177,125,
S02,41.98244,-91.605104,126,
S02,41.982503,-91.605078,127,
S02,41.982563,-91.605055,128,
S02,41.982644,-91.605025,129,
S02,41.983088,-91.604895,130,
S02,41.983293,-91.604837,131,
S02,41.983506,-91.604778,132,
S02,41.985216,-91.604251,133,
S02,41.985825,-91.604094,134,
S02,41.985917,-91.604884,135,
S02,41.986006,-91.605452,136,
S02,41.986087,-91.606005,137,
S02,41.986153,-91.606439,138,
S02,41.986165,-91.606548,139,
S02,41.986168,-91.606598,140,
S02,41.986169,-91.607238,141,
S02,41.986172,-91.607782,142,
S02,41.986174,-91.608304,143,
S02,41.986175,-91.609519,144,
S02,41.98618,-91.612238,145,
S02,41.98566,-91.612623,146,
S02,41.985133,-91.612895,147,
S02,41.984438,-91.613283,148,
S02,41.984326,-91.613399,149,
S02,41.984302,-91.614113,150,
S02,41.983666,-91.614567,151,
S02,41.98388,-91.614903,152,
S02,41.984006,-91.615244,153,
S02,41.984101,-91.615681,154,
S02,41.984111,-91.616136,155,
S02,41.984105,-91.618484,156,
S02,41.982787,-91.618482,157,
S02,41.982029,-91.618468,158,
S02,41.981033,-91.618461,159,
S02,41.980076,-91.618452,160,
S02,41.978462,-91.618407,161,
S02,41.978453,-91.616996,162,
S02,41.978448,-91.616033,163,
S02,41.978459,-91.614355,164,
S02,41.977678,-91.614341,165,
S02,41.976882,-91.614301,166,
S02,41.976701,-91.614315,167,
S02,41.976573,-91.614236,168,
S02,41.976363,-91.614083,169,
S02,41.97564,-91.613575,170,
S02,41.975108,-91.613173,171,
S02,41.974867,-91.61302,172,
S02,41.974829,-91.613001,173,
S02,41.97478,-91.612981,174,
S02,41.974742,-91.612968,175,
S02,41.974694,-91.612956,176,
S02,41.974632,-91.612945,177,
S02,41.974464,-91.612936,178,
S02,41.972029,-91.612895,179,
S02,41.970549,-91.612888,180,
S02,41.97055,-91.614052,181,
S02,41.970538,-91.614339,182,
S02,41.970532,-91.614394,183,
S02,41.970523,-91.614446,184,
S02,41.970509,-91.614521,185,
S02,41.970486,-91.614642,186,
S02,41.970383,-91.615179,187,
S02,41.970372,-91.615254,188,
S02,41.970364,-91.615334,189,
S02,41.97036,-91.615434,190,
S02,41.970354,-91.615872,191,
S02,41.970358,-91.618327,192,
S02,41.96952,-91.618312,193,
S02,41.969562,-91.621815,194,
S02,41.969562,-91.621966,195,
S02,41.969579,-91.623156,196,
S02,41.971276,-91.623189,197,
S02,41.971305,-91.623991,198,
S02,41.97131,-91.624042,199,
S02,41.971317,-91.624083,200,
S02,41.971323,-91.624115,201,
S02,41.971335,-91.624194,202,
S02,41.971361,-91.624328,203,
S02,41.971403,-91.624488,204,
S02,41.971462,-91.624691,205,
S02,41.971517,-91.624839,206,
S02,41.971583,-91.624987,207,
S02,41.971633,-91.625097,208,
S02,41.971696,-91.625213,209,
S02,41.971881,-91.625548,210,
S02,41.971993,-91.625744,211,
S02,41.972056,-91.625871,212,
S02,41.972096,-91.625963,213,
S02,41.972113,-91.626021,214,
S02,41.972123,-91.626072,215,
S02,41.972144,-91.626233,216,
S02,41.972148,-91.626391,217,
S02,41.972133,-91.62651,218,
S02,41.9721,-91.626652,219,
S02,41.971949,-91.627008,220,
S02,41.971876,-91.627182,221,
S02,41.97177,-91.627524,222,
S02,41.971759,-91.627577,223,
S02,41.971715,-91.627875,224,
S02,41.971705,-91.627952,225,
S02,41.971704,-91.627977,226,
S02,41.971702,-91.628021,227,
S02,41.971803,-91.62824,228,
S02,41.971891,-91.628151,229,
S02,41.972013,-91.628041,230,
S02,41.972096,-91.628018,231,
S02,41.972406,-91.628015,232,
S02,41.972957,-91.628027,233,
S02,41.974555,-91.628067,234,
S02,41.976949,-91.628181,235,
S02,41.978287,-91.62821,236,
S02,41.97938,-91.628216,237,
S02,41.980599,-91.628238,238,
S02,41.98097,-91.628257,239,
S02,41.981505,-91.628247,240,
S02,41.981893,-91.628255,241,
S02,41.983203,-91.62827,242,
S02,41.984216,-91.628227,243,
S02,41.984244,-91.628808,244,
S02,41.984275,-91.63034,245,
S02,41.98428,-91.631643,246,
S02,41.984321,-91.633236,247,
S02,41.984531,-91.633254,248,
S02,41.984725,-91.633346,249,
S02,41.984877,-91.633438,250,
S02,41.984979,-91.633528,251,
S02,41.985022,-91.633571,252,
S02,41.985066,-91.633625,253,
S02,41.985109,-91.633685,254,
S02,41.985281,-91.633948,255,
S02,41.985555,-91.634388,256,
S02,41.98566,-91.634558,257,
S02,41.985709,-91.634607,258,
S02,41.985747,-91.634637,259,
S02,41.985784,-91.63466,260,
S02,41.985854,-91.63469,261,
S02,41.985899,-91.634708,262,
S02,41.98594,-91.634719,263,
S02,41.985997,-91.63473,264,
S02,41.986075,-91.634737,265,
S02,41.986123,-91.63473,266,
S02,41.986166,-91.634717,267,
S02,41.98621,-91.634695,268,
S02,41.986238,-91.634675,269,
S02,41.986878,-91.634073,270,
S02,41.987065,-91.633978,271,
S02,41.987277,-91.633872,272,
S02,41.987515,-91.63376,273,
S02,41.988261,-91.633469,274,
S02,41.988621,-91.63335,275,
S02,41.988666,-91.633586,276,
S02,41.988983,-91.633946,277,
S02,41.989214,-91.634123,278,
S02,41.989488,-91.634248,279,
S02,41.98961,-91.634304,280,
S02,41.990001,-91.634444,281,
S02,41.990135,-91.634489,282,
S02,41.990271,-91.634497,283,
S02,41.990404,-91.634483,284,
S02,41.990583,-91.634391,285,
S02,41.990857,-91.634316,286,
S02,41.99188,-91.634112,287,
S02,41.992054,-91.634051,288,
S02,41.992077,-91.634043,289,
S02,41.992104,-91.634029,290,
S02,41.992126,-91.634012,291,
S02,41.992156,-91.63399,292,
S02,41.992185,-91.633967,293,
S02,41.992227,-91.63393,294,
S02,41.992467,-91.6337,295,
S02,41.99266,-91.633471,296,
S02,41.992708,-91.63343,297,
S02,41.992763,-91.633395,298,
S02,41.992828,-91.633359,299,
S02,41.992892,-91.633327,300,
S02,41.993131,-91.633238,301,
S02,41.993823,-91.633276,302,
S02,41.995232,-91.633222,303,
S02,41.995252,-91.635676,304,
S02,41.995338,-91.638029,305,
S02,41.995935,-91.638843,306,
S02,41.994711,-91.640767,307,
S02,41.993485,-91.642958,308,
S02,41.992774,-91.644242,309,
S02,41.991836,-91.643338,310,
S02,41.99103,-91.642511,311,
S02,41.990853,-91.642477,312,
S02,41.9898,-91.64256,313,
S02,41.98875,-91.642618,314,
S02,41.987681,-91.642688,315,
S02,41.986609,-91.642742,316,
S02,41.985557,-91.642796,317,
S02,41.984517,-91.642858,318,
S02,41.98348,-91.642826,319,
S02,41.983512,-91.644706,320,
S02,41.98356,-91.646565,321,
S02,41.983603,-91.647811,322,
S02,41.983667,-91.649515,323,
S02,41.98369,-91.650524,324,
S02,41.983799,-91.652766,325,
S02,41.982368,-91.655215,326,
S02,41.981257,-91.657195,327,
S02,41.979999,-91.659344,328,
S02,41.980862,-91.66025,329,
S02,41.98169,-91.661116,330,
S02,41.981066,-91.66222,331,
S02,41.98039,-91.663362,332,
S02,41.979535,-91.662498,333,
S02,41.978687,-91.661606,334,
S02,41.978042,-91.662716,335,
S02,41.976812,-91.664936,336,
S02,41.97595,-91.664099,337,
S02,41.975121,-91.663236,338,
S02,41.974297,-91.662396,339,
S02,41.973473,-91.661515,340,
S02,41.972663,-91.660692,341,
S02,41.971808,-91.659821,342,
S02,41.971007,-91.658993,343,
S02,41.970361,-91.660105,344,
S02,41.969575,-91.659251,345,
