shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
S11,41.970361,-91.660105,0,
S11,41.969575,-91.659251,1,
S11,41.96926,-91.659758,2,
S11,41.968875,-91.66032,3,
S11,41.967153,-91.662021,4,
S11,41.967143,-91.662038,5,
S11,41.967032,-91.662198,6,
S11,41.96688,-91.662339,7,
S11,41.966783,-91.662414,8,
S11,41.96667,-91.662489,9,
S11,41.966592,-91.662539,10,
S11,41.966484,-91.662594,11,
S11,41.96633,-91.662659,12,
S11,41.966267,-91.662677,13,
S11,41.966212,-91.662687,14,
S11,41.965904,-91.662732,15,
S11,41.965504,-91.662782,16,
S11,41.964749,-91.662836,17,
S11,41.963622,-91.662951,18,
S11,41.963498,-91.662995,19,
S11,41.963421,-91.66303,20,
S11,41.963274,-91.663112,21,
S11,41.963134,-91.663228,22,
S11,41.963025,-91.663352,23,
S11,41.962962,-91.663431,24,
S11,41.96291,-91.663511,25,
S11,41.962816,-91.663668,26,
S11,41.962615,-91.66416,27,
S11,41.9648,-91.662939,28,
S11,41.964565,-91.66304,29,
S11,41.964495,-91.663071,30,
S11,41.964369,-91.663169,31,
S11,41.964288,-91.663238,32,
S11,41.964141,-91.663407,33,
S11,41.964089,-91.663493,34,
S11,41.964038,-91.663592,35,
S11,41.964008,-91.663647,36,
S11,41.963989,-91.663691,37,
S11,41.963579,-91.66482,38,
S11,41.963123,-91.666082,39,
S11,41.962773,-91.666736,40,
S11,41.962716,-91.666884,41,
S11,41.962669,-91.66703,42,
S11,41.962655,-91.667103,43,
S11,41.962633,-91.667256,44,
S11,41.961701,-91.667215,45,
S11,41.960699,-91.667201,46,
S11,41.959625,-91.66726,47,
S11,41.958642,-91.667263,48,
S11,41.957815,-91.667274,49,
S11,41.957672,-91.667277,50,
S11,41.956645,-91.667285,51,
S11,41.955989,-91.667253,52,
S11,41.954779,-91.667257,53,
S11,41.95371,-91.667237,54,
S11,41.952313,-91.667257,55,
S11,41.951407,-91.667256,56,
S11,41.950315,-91.667235,57,
S11,41.949633,-91.667265,58,
S11,41.948762,-91.667207,59,
S11,41.948051,-91.667205,60,
S11,41.947448,-91.667183,61,
S11,41.947304,-91.667168,62,
S11,41.945078,-91.666778,63,
S11,41.945098,-91.669687,64,
S11,41.945117,-91.670293,65,
S11,41.945105,-91.670686,66,
S11,41.945115,-91.671356,67,
S11,41.945053,-91.671734,68,
S11,41.944986,-91.672072,69,
S11,41.944948,-91.67219,70,
S11,41.944836,-91.672551,71,
S11,41.944775,-91.67269,72,
S11,41.944145,-91.673433,73,
