shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
S04,42.021738,-91.688559,185,
S04,42.021743,-91.686927,186,
S04,42.02173,-91.685753,187,
S04,42.021711,-91.684561,188,
S04,42.021722,-91.683357,189,
S04,42.02172,-91.67936,190,
S04,42.021681,-91.676809,191,
S04,42.021684,-91.675758,192,
S04,42.021668,-91.675007,193,
S04,42.021671,-91.674646,194,
S04,42.02159,-91.669264,195,
S04,42.021579,-91.668712,196,
S04,42.021568,-91.668394,197,
S04,42.021557,-91.667843,198,
S04,42.021565,-91.667723,199,
S04,42.021534,-91.665386,200,
S04,42.021456,-91.664025,201,
S04,42.021434,-91.662902,202,
S04,42.021419,-91.662334,203,
S04,42.021377,-91.660245,204,
S04,42.021371,-91.660075,205,
S04,42.021362,-91.65909,206,
S04,42.021348,-91.658109,207,
S04,42.021254,-91.655772,208,
S04,42.02125,-91.65564,209,
S04,42.021221,-91.654792,210,
S04,42.021177,-91.65322,211,
S04,42.020071,-91.653192,212,
S04,42.018762,-91.653898,213,
S04,42.017991,-91.654306,214,
S04,42.017831,-91.654395,215,
S04,42.016129,-91.655302,216,
S04,42.015475,-91.655659,217,
S04,42.014022,-91.656549,218,
S04,42.013946,-91.653812,219,
S04,42.013911,-91.652481,220,
S04,42.012976,-91.652469,221,
S04,42.012079,-91.652458,222,
S04,42.011189,-91.652443,223,
S04,42.010239,-91.65242,224,
S04,42.009878,-91.652425,225,
S04,42.009806,-91.652432,226,
S04,42.009732,-91.652453,227,
S04,42.009676,-91.652469,228,
S04,42.009534,-91.652569,229,
S04,42.009351,-91.652762,230,
S04,42.00925,-91.652869,231,
S04,42.009193,-91.652914,232,
S04,42.009127,-91.652936,233,
S04,42.009041,-91.652955,234,
S04,42.008947,-91.652963,235,
S04,42.008436,-91.652942,236,
S04,42.007545,-91.652913,237,
S04,42.006639,-91.652914,238,
S04,42.005715,-91.652892,239,
S04,42.005058,-91.65266,240,
S04,42.004378,-91.654641,241,
S04,42.004173,-91.654715,242,
S04,42.004031,-91.654787,243,
S04,42.003864,-91.654871,244,
S04,42.003739,-91.654921,245,
S04,42.003628,-91.654961,246,
S04,42.002866,-91.655173,247,
S04,42.00255,-91.655242,248,
S04,42.002267,-91.655298,249,
S04,42.001963,-91.655335,250,
S04,42.001882,-91.655337,251,
S04,42.001806,-91.655324,252,
S04,42.00163,-91.655254,253,
S04,42.001493,-91.655181,254,
S04,42.001204,-91.654976,255,
S04,42.001098,-91.654897,256,
S04,42.000941,-91.65478,257,
S04,42.000378,-91.654431,258,
S04,42.000189,-91.654354,259,
S04,41.999392,-91.654263,260,
S04,41.998363,-91.654282,261,
S04,41.99737,-91.654286,262,
S04,41.996131,-91.654269,263,
S04,41.996035,-91.654265,264,
S04,41.99595,-91.65425,265,
S04,41.995907,-91.654224,266,
S04,41.995876,-91.654199,267,
S04,41.995806,-91.654131,268,
S04,41.995373,-91.653671,269,
S04,41.994551,-91.65285,270,
S04,41.993707,-91.651999,271,
S04,41.992873,-91.651169,272,
S04,41.992041,-91.65026,273,
S04,41.991008,-91.652049,274,
S04,41.98986,-91.654041,275,
S04,41.989005,-91.653184,276,
S04,41.988125,-91.652298,277,
S04,41.987246,-91.651386,278,
S04,41.986396,-91.650509,279,
S04,41.986319,-91.650446,280,
S04,41.986295,-91.650434,281,
S04,41.985765,-91.650475,282,
S04,41.984759,-91.650461,283,
S04,41.98369,-91.650524,284,
S04,41.982639,-91.6505,285,
S04,41.981612,-91.650489,286,
S04,41.9806,-91.650455,287,
S04,41.979584,-91.650451,288,
S04,41.977474,-91.650366,289,
S04,41.977764,-91.651922,290,
S04,41.977791,-91.652024,291,
S04,41.978074,-91.653195,292,
S04,41.978045,-91.65347,293,
S04,41.978008,-91.653602,294,
S04,41.977915,-91.653816,295,
S04,41.977283,-91.654896,296,
S04,41.976674,-91.655953,297,
S04,41.976048,-91.657079,298,
S04,41.975429,-91.658157,299,
S04,41.975415,-91.65818,300,
S04,41.974782,-91.659246,301,
S04,41.973473,-91.661515,302,
S04,41.972847,-91.662619,303,
S04,41.97205,-91.6618,304,
S04,41.971156,-91.66091,305,
S04,41.970361,-91.660105,306,
