shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
S08,41.970361,-91.660105,0,
S08,41.971156,-91.66091,1,
S08,41.97205,-91.6618,2,
S08,41.972847,-91.662619,3,
S08,41.973641,-91.663489,4,
S08,41.972997,-91.664605,5,
S08,41.97383,-91.665509,6,
S08,41.974648,-91.666326,7,
S08,41.975502,-91.667187,8,
S08,41.976339,-91.66807,9,
S08,41.977176,-91.668947,10,
S08,41.976889,-91.669499,11,
S08,41.977176,-91.668947,12,
S08,41.976571,-91.67011,13,
S08,41.976889,-91.669499,14,
S08,41.975603,-91.672445,15,
S08,41.975784,-91.671991,16,
S08,41.976136,-91.671099,17,
S08,41.976323,-91.670627,18,
S08,41.976571,-91.67011,19,
S08,41.975603,-91.672445,20,
S08,41.975369,-91.673086,21,
S08,41.975121,-91.673778,22,
S08,41.974663,-91.675031,23,
S08,41.974392,-91.675778,24,
S08,41.974288,-91.676036,25,
S08,41.974172,-91.676422,26,
S08,41.973768,-91.677552,27,
S08,41.973341,-91.67881,28,
S08,41.972392,-91.678237,29,
S08,41.973341,-91.67881,30,
S08,41.974355,-91.679452,31,
S08,41.975304,-91.680108,32,
S08,41.974909,-91.681242,33,
S08,41.97489,-91.681309,34,
S08,41.974874,-91.681372,35,
S08,41.974865,-91.681422,36,
S08,41.974861,-91.681482,37,
S08,41.97486,-91.681663,38,
S08,41.974881,-91.682999,39,
S08,41.9749,-91.684466,40,
S08,41.9749,-91.685657,41,
S08,41.974914,-91.686943,42,
S08,41.97493,-91.688208,43,
S08,41.974963,-91.689314,44,
S08,41.97498,-91.691792,45,
S08,41.974985,-91.693148,46,
S08,41.975022,-91.694855,47,
S08,41.975013,-91.695816,48,
S08,41.975045,-91.696625,49,
S08,41.97497,-91.697106,50,
S08,41.974931,-91.697314,51,
S08,41.974911,-91.697394,52,
S08,41.974852,-91.697607,53,
S08,41.974794,-91.697795,54,
S08,41.974577,-91.698522,55,
S08,41.974523,-91.698875,56,
S08,41.974526,-91.699,57,
S08,41.974534,-91.700317,58,
S08,41.974516,-91.700964,59,
S08,41.974526,-91.702172,60,
S08,41.97454,-91.703289,61,
S08,41.974544,-91.703457,62,
S08,41.974558,-91.704728,63,
S08,41.974565,-91.705737,64,
S08,41.974565,-91.705856,65,
S08,41.974581,-91.707059,66,
S08,41.974593,-91.708266,67,
S08,41.974605,-91.70905,68,
S08,41.974616,-91.71041,69,
S08,41.974618,-91.710936,70,
S08,41.974613,-91.711205,71,
S08,41.974605,-91.711389,72,
S08,41.974579,-91.711908,73,
S08,41.974577,-91.712099,74,
S08,41.974578,-91.712257,75,
S08,41.974585,-91.712412,76,
S08,41.974594,-91.712569,77,
S08,41.97461,-91.712765,78,
S08,41.974629,-91.712944,79,
S08,41.974643,-91.713108,80,
S08,41.974662,-91.713524,81,
S08,41.974667,-91.714852,82,
S08,41.97466,-91.715169,83,
S08,41.974637,-91.715423,84,
S08,41.974608,-91.715592,85,
S08,41.974533,-91.715978,86,
S08,41.974189,-91.717095,87,
S08,41.974041,-91.717579,88,
S08,41.973757,-91.718525,89,
S08,41.973457,-91.719517,90,
S08,41.972813,-91.721669,91,
S08,41.972417,-91.723022,92,
S08,41.972176,-91.723816,93,
S08,41.972,-91.724286,94,
S08,41.97186,-91.724633,95,
S08,41.971331,-91.725612,96,
S08,41.971264,-91.725739,97,
S08,41.971075,-91.725677,98,
S08,41.968857,-91.725743,99,
S08,41.967517,-91.72572,100,
S08,41.967511,-91.726006,101,
S08,41.967489,-91.726215,102,
S08,41.967426,-91.726483,103,
S08,41.96733,-91.726764,104,
S08,41.967241,-91.72694,105,
S08,41.967013,-91.72741,106,
S08,41.966908,-91.72763,107,
S08,41.966804,-91.727972,108,
S08,41.966779,-91.728101,109,
S08,41.966762,-91.728223,110,
S08,41.96675,-91.728343,111,
S08,41.966745,-91.728495,112,
S08,41.966746,-91.728857,113,
S08,41.966751,-91.730634,114,
S08,41.966802,-91.73262,115,
S08,41.966805,-91.733389,116,
S08,41.966813,-91.733628,117,
S08,41.966826,-91.73381,118,
S08,41.966832,-91.73388,119,
S08,41.966838,-91.733942,120,
S08,41.966851,-91.734013,121,
S08,41.96688,-91.734143,122,
S08,41.966915,-91.73426,123,
S08,41.966952,-91.734368,124,
S08,41.967003,-91.734497,125,
S08,41.967059,-91.734603,126,
S08,41.967113,-91.734694,127,
S08,41.967252,-91.734846,128,
S08,41.967686,-91.735218,129,
S08,41.968112,-91.735543,130,
S08,41.968364,-91.73572,131,
S08,41.968417,-91.735773,132,
S08,41.968464,-91.73583,133,
S08,41.968532,-91.735931,134,
S08,41.968599,-91.736049,135,
S08,41.968643,-91.736157,136,
S08,41.968671,-91.736253,137,
S08,41.968698,-91.736405,138,
S08,41.968709,-91.736559,139,
S08,41.968714,-91.736701,140,
S08,41.968714,-91.737059,141,
S08,41.968726,-91.738243,142,
S08,41.968731,-91.739305,143,
S08,41.968732,-91.740379,144,
S08,41.968741,-91.741487,145,
S08,41.968748,-91.74255,146,
S08,41.968758,-91.742893,147,
S08,41.968768,-91.743121,148,
S08,41.968789,-91.743428,149,
S08,41.968811,-91.743579,150,
S08,41.968851,-91.74384,151,
S08,41.968889,-91.744065,152,
S08,41.968941,-91.744318,153,
